Id,Sku,Title,Locations,Hybridizer,Released,Colors
3155,3155-TB,City Lights,13-W-33,Mary Dunn,1991,
3156,3156-TB,Echo Chamber,C-17-3,Lionel Austell,2019,
3157,3157-TB,Broome Sunset,13-W-27,Barry Blyth,2008,
3158,3158-TB,Angler Fish,13-W-24,Gerald Richardson,2014,
3159,3159-TB,Edge Of Eternity,12-E-55,Michael Sutton,2021,
3160,3160-TB,Shine A Light,"11-W-4,  11-W-40",Howard Dash,2022,
3161,3161-TB,Wildcat Madness,10-W-45,John Van Hook,2015,
3162,3162-TB,Starship Enterprise,10-E-53,Schreiner,1999,
3163,3163-TB,Battlestar Atlantis,10-E-67,J. T. Aitken,2008,
3164,3164-TB,Flaming Lava,10-E-66,J. T. Aitken,2013,
3165,3165-TB,Amazon Queen,10-E-65,Lynda Miller,2018,
3166,3166-TB,Edge of Heaven,10-E-64,Thomas Johnson,2013,
3167,3167-TB,Augustine,10-E-63,Oscar Schick,2005,
3168,3168-TB,Light In The Piazza,5-W-28,George Bacon,2023,
3169,3169-BB,Cowboy Coffee,"A-47-60,  C-21-3,  C-21-4",Michael Sutton,2023,
3170,3170-SDB,New Girl In Town,5-W-25,George Bacon,2023,
3171,3171-TB,Fiery Glow,5-W-23,Michael Sutton,2023,
3172,3172-TB,Light The Way,5-W-22,Michael Sutton,2022,
3173,3173-TB,Light Switch,"A-47-31,  C-10-7,  C-10-8",Anton Mego,2023,
3174,3174-TB,Morgan Elizabeth,5-W-18,Michael Sutton,2023,
3175,3175-TB,Fizzed Out,"C-8-12,  C-8-13",Michael Sutton,2023,
3176,3176-TB,Casual Comfort,"5-W-16,  A-47-27",Michael Sutton,2023,
3177,3177-TB,Revitalize,5-W-15,Michael Sutton,2022,
3178,3178-TB,Cordoban Leather,5-W-14,Michael Sutton,2022,
3179,3179-TB,Work Around,"11-E-10,  C-21-5,  C-21-6",Michael Sutton,2023,
3180,3180-TB,Sonic Burst,5-W-12,Michael Sutton,2023,
3181,3181-TB,Power Ballad,"5-W-11,  11-E-17,  A-47-37",Michael Sutton,2023,
3182,3182-TB,Don't Judge Me,"1-E-23,  C-28-1",Michael Sutton,2023,
3183,3183-TB,I Remember Mama,C-43-1,George Bacon,2023,
3184,3184-TB,Artifacto,9-E-64,Tom Burseen,2017,
3185,3185-TB,Prom Date,C-20-3,David Toth,2021,
3186,3186-TB,Mahogany Muse,C-17-10,Betty Wilkerson,2011,
3187,3187-TB,Rebound,9-E-20,Betty Wilkerson,1996,
3188,3188-TB,Absolute Zero,9-W-18,Paul Black,2012,
3189,3189-TB,Quartzite,9-W-19,Bruce Filardi,2015,
3190,3190-TB,Cherry Fudge,9-W-22,J. T. Aitken,2020,
3191,3191-TB,Showmanship,"9-W-31,  B-35-1",Keith Keppel,2021,
3192,3192-TB,Esmeralda's Bangles,9-W-32,Robin Shadlow,2022,
3193,3193-TB,Maybe Magic,"9-W-33,  15-W-50",Barry Blyth,2016,
3194,3194-TB,Complicity,"9-W-35,  B-44-2",Keith Keppel,2021,
3195,3195-TB,Flatlander,"9-W-36,  10-E-29,  A-42-2",Keith Keppel,2022,
3196,3196-TB,Tsunami,9-W-28,Marky Smith,2021,
3197,3197-TB,Bayberry Candle,8-W-44,C. DeForest,1969,
3198,3198-TB,Saxon,8-W-42,Monty Byers,1990,
3199,3199-TB,Iceland,8-W-41,Monty Byers,1991,
3200,3200-TB,Foreign Statesman,8-W-38,Sterling Innerst,1993,
3201,3201-TB,Free Space,8-W-37,George Sutton,1999,
3202,3202-TB,Hidden Gem,8-E-58,Margie Valenzuela,2009,
3203,3203-TB,Crème D'or,8-E-39,Barry Blyth,1987,
3205,3205-BB,Bullwinkle,6-W-18,George Sutton,1994,
3206,3206-TB,Red At Night,6-W-15,Richard Ernst,1992,
3207,3207-TB,Follow My Lead,"C-19-7,  C-22-9",Thomas Johnson,2020,
3208,3208-TB,Marshmallow Skies,C-33-2,Thomas Johnson,2023,
3209,3209-TB,Brilliant Debut,"5-E-25,  5-W-31",Thomas Johnson,2023,
3210,3210-TB,Pitch Perfect,C-8-6,Thomas Johnson,2023,
3211,3211-TB,Pure Intentions,"4-W-39,  15-W-64",Thomas Johnson,2022,
3212,3212-TB,Dark Hour,C-20-2,Thomas Johnson,2022,
3213,3213-TB,Double Jeopardy,C-39-1,Thomas Johnson,2022,
3214,3214-TB,Living It Up,4-W-8,Thomas Johnson,2022,
3215,3215-TB,I Reckon,3-E-34,Jim Hedgecock,2022,
3216,3216-TB,Concerto To Lloyd,3-E-25,Joan Roberts,2008,
3217,3217-TB,Mme. Chereau,3-E-53,Lemon (pre registration),1844,
3218,3218-TB,Ring My Bell,C-17-7,Hugh Stout,2023,
3219,3219-TB,Strawberry Smoothie,"14-E-27,  15-W-74",Robert Skaggs,2021,
3220,3220-TB,Blind Luck,15-W-71,Tom Burseen,2021,
3221,3221-TB,Kimtastic,15-W-70,Hugh Stout,2022,
3222,3222-TB,Rose Of Cimarron,"9-E-2,  15-W-59",Robert Skaggs,2022,
3223,3223-TB,Zebra Bluez,2-E-39,Brad Kasperek,2004,
3224,3224-IB,Mistigri,2-E-44,Richard Cayeux,1993,
3225,3225-IB,Goddess Of Green,2-E-43,O. D. Niswonger,1996,
3226,3226-TB,White Hot,2-E-41,Richard Tasco,2008,
3227,3227-TB,Distant Shores,C-16-4,Thomas Johnson,2023,
3228,3228-TB,Catch Phrase,5-W-53,Thomas Johnson,2023,
3229,3229-TB,Bad Habits,5-W-46,Thomas Johnson,2023,
3230,3230-TB,Flying Free,C-14-7,Thomas Johnson,2023,
3231,3231-TB,Grateful Gathering,5-E-55,Thomas Johnson,2023,
3232,3232-TB,By Starlight,5-E-53,Thomas Johnson,2023,
3233,3233-TB,Chase The North Star,5-E-48,Thomas Johnson,2023,
3234,3234-TB,Feast Of Spring,5-E-36,Thomas Johnson,2023,
3235,3235-TB,Fool Number One,16-W-72,Duane Meek,1999,"Peach, Wine"
3237,3237-TB,Code Red,16-E-38,J. T. Aitken,2003,
3238,3238-TB,Sapphire Hills,16-E-37,Schreiner,1971,
3239,3239-TB,Modern Madness,17-W-41,David Toth,2021,
3240,3240-TB,Smith Named Keith,17-W-39,Tom Burseen,2005,
3241,3241-TB,Snow Cloud,17-W-27,Schreiner,1970,
3242,3242-TB,Table For Two,17-W-26,Schreiner,2016,
3243,3243-TB,Night Song,17-W-36,Walter Luihn,1965,
3245,3245-SBD,Open Your Eyes,17-E-31,Paul Black,2010,
3246,3246-SBD,Lemon Twist,17-E-30,Paul Black,2009,
3247,3247-SDB,Puddy Tat,17-E-28,Paul Black,2002,
3248,3248-SDB,Web Of Desire,17-E-27,Paul Black,2014,
3249,3249-SDB,Chicklet,17-E-26,Thomas Johnson,2011,
3250,3250-SDB,Burlesque Cutie,17-E-29,Paul Black,2014,
3251,3251-TB,Bay City,18-W-25,Robert Dunn,1999,
3252,3252-TB,Blushing Grapes,"18-W-19,  19-E-30",Lynda Miller,2016,
3253,3253-TB,Cascade Springs,18-W-14,Schreiner,1994,
3254,3254-TB,High Spirited,18-W-13,Lynda Miller,2002,
3255,3255-BB,Grapenut,18-W-8,Michael Sutton,2013,
3256,3256-TB,Edwardian Lady,18-W-5,Frederick Kerr,2003,
3257,3257-TB,Violet Shimmer,18-E-5,Walter Moores,1998,
3258,3258-TB,Smucker Pruned,18-W-7,Tom Burseen,2014,
3260,3260-TB,Romancer,1-E-25,Barry Blyth,2000,
3261,3261-TB,Style And Substance,1-E-18,Michael Sutton,2022,
3262,3262-TB,Singularity,"1-E-16,  11-E-19",Michael Sutton,2023,
3263,3263-TB,Parisian,C-11-4,Michael Sutton,2022,
3264,3264-TB,Mama Quel,"C-21-1,  C-46-1",Michael Sutton,2023,
3265,3265-TB,Object Of Affection,1-W-44,Michael Sutton,2023,
3266,3266-TB,Midnight Voyage,"1-W-37,  11-E-4",Michael Sutton,2023,
3267,3267-TB,Brightside,1-W-32,Schreiner,1961,
3268,3268-TB,Phaeton,1-W-31,Marky Smith,1997,
3269,3269-TB,Cowabunga,"1-W-30,  19-W-42",Tom Burseen,1996,
3270,3270-TB,William A. Setchell,1-W-15,George Brehm,1938,
3271,3271-TB,Jean Queen,1-W-3,Tom Burseen,2005,
3272,3272-TB,Lilac Stitchery,1-W-2,K. Jensen,1989,
3274,3274-TB,Libra Star,19-W-49,Walter Moores,1999,
3275,3275-TB,Incan Fire,19-W-44,Nancy Price,2019,
3276,3276-TB,Good Idea,19-W-40,Larry Lauer,2017,
3277,3277-TB,Bubbling Mirth,19-W-30,Bruce Filardi,2015,
3278,3278-TB,Night To Remember,"19-W-26,  20-E-34",Richard Ernst,1997,
3280,3280-TB,Rustling Devil,19-W-22,Brian Farrington by Oz Reyna,2001,
3281,3281-TB,Crown Connection,19-W-17,Anna & David Cadd,2003,
3282,3282-TB,Cee Cee,19-E-52,Sterling Innerst,1996,
3283,3283-BB,Dance Gypsy,19-E-50,Lynn Markham,2003,
3284,3284-TB,Square Dance,19-E-43,K. Mohr,1979,
3285,3285-BB,Up Tempo,19-E-41,Harold Stahly,2005,
3287,3287-IB,April Fog,"21-W-46,  PR-3-39",H. Nichols by O. Niswonger,1990,
3288,3288-IB,Az Ap,21-W-43,Allan Ensminger,1980,
3289,3289-IB,Candy Floss,"21-W-42,  PR-3-29",Keith Keppel,1990,
3290,3290-TB,Captain's Joy,21-W-1,Schreiner,1994,
3291,3291-IB,Confederate Soldier,21-W-41,Hooker Nichols,1978,
3292,3292-IB,Eye Magic,"21-W-50,  PR-3-2",L. Donnell,1988,
3293,3293-IB,Honey Glazed,21-W-45,O. D. Niswonger,1983,
3294,3294-IB,Hubbub,"21-W-40,  PR-3-11",Allan Ensminger,1989,
3295,3295-IB,Logo,"21-W-49,  PR-3-13",Keith Keppel,1986,
3296,3296-IB,Ming,21-W-55,Marky Smith,1998,
3297,3297-TB,Minstrel Man,21-W-60,Duane Meek,1986,
3298,3298-TB,Our Eyes,21-W-59,David Miller,2021,
3299,3299-TB,Palazzo,21-W-57,T. Magee,1988,
3300,3300-IB,Spiced Peaches,"21-W-44,  PR-3-10",Paul Black,2004,
3301,3301-TB,Summit Angel,21-W-54,Carl Jorgensen,1994,
3302,3302-TB,Titanic's Nemesis,21-W-56,David Miller,2000,
3303,3303-TB,Touch Up,21-W-51,Schreiner,1979,
3304,3304-IB,Triplet,"21-W-48,  PR-3-6",Keith Keppel,1988,
3305,3305-TB,Wimbledon,21-W-53,Tom Magee,2009,
3306,3306-TB,Wondervu,21-W-52,Ruth Goebel,1996,
3307,3307-IB,Zoning,"21-W-47,  PR-3-14",Timothy Blyth,1988,
3308,3308-TB,Orchid Pinstripe,PR-1-4,Ray lyons,1991,
3309,3309-TB,Skywatch,PR-1-3,Cliff benson,1964,
3310,3310-TB,Norma Desmond,PR-1-1,Tom Magee,2003,
3312,3312-TB,Old Black Magic,PR-1-25,Schreiner,1996,
3313,3313-TB,Grape Soda,PR-1-24,Robert Annand,2001,
3314,3314-TB,Southwest Tattooed Lady,PR-1-23,Alton Pyburn,2001,
3315,3315-TB,Dolly Dancer,PR-1-22,Richard Ernst,2000,
3316,3316-TB,Wishful Thinking,PR-1-21,Keith Keppel,1996,
3317,3317-TB,Porcelain Ballet,PR-1-20,Paul Black,1985,
3318,3318-TB,Walking On Air,PR-1-19,Paul Black,2001,
3319,3319-TB,Blackhills Jewelry,PR-1-18,L. & K. Jedlicka,2010,
3320,3320-TB,Bluebird Of Happiness,"PR-1-17,  C-10-9,  C-10-10",Paul Black,2012,
3321,3321-TB,Carnival Capers,PR-1-16,Barry Blyth,2009,
3322,3322-TB,Divergence,PR-1-15,Michael Sutton,2011,
3323,3323-TB,Don't Miss This,"5-E-6,  PR-1-13,  PR-1-14",Tom Burseen,2004,
3324,3324-TB,Arizona Cave Painting,7-W-7,Douglas Kanarowski,2020,
3325,3325-TB,Billionaire,5-W-2,Monty  Byers,1987,Yellow
3326,3326-TB,Blazing Beacon,7-E-11,Richard Tasco,2005,"Copper, Brown, Yellow"
3327,3327-TB,Bouncing Blue,5-E-2,Donald Spoon,2014,"Violet, White"
3328,3328-TB,Boundary Waters,6-E-6,Schreiner,2017,Blue
3329,3329-TB,Break Tradition,7-W-4,Thomas Johnson,2018,"Violet, White"
3330,3330-TB,Bring Me Diamonds,"5-E-7,  15-W-41",Barry Blyth,2015,"Cream, Yellow"
3331,3331-TB,Broke Again,4-E-4,William Tyson,2012,"Peach, Pink, Purple"
3332,3332-TB,Bullet Points,"3-E-1,  8-E-8",Joseph Ghio,2018,"Tan, Violet, White"
3333,3333-TB,Calizona Gold,5-W-4,Margie Valenzuela,2012,"Gold, Red"
3334,3334-TB,Cheyenne Reign,6-E-3,Jan Bryant,2019,"Purple, Violet"
3335,3335-TB,Eagle Control,4-E-1,George Sutton,1999,Violet
3336,3336-TB,Flames Of Fire,7-E-3,Paul Black,2017,Wine
3337,3337-TB,Fortunate Son,"4-E-3,  C-41-7",Schreiner,2006,Wine
3338,3338-TB,Hearts Of Fire,7-E-8,John Painter,2014,Wine
3339,3339-TB,Irish Jester,8-E-5,Barry Blyth,2019,"Cream, Gold, Yellow"
3340,3340-TB,Iron Eagle,4-W-3,George Sutton,2000,"Gold, Lavender, Silver, Grey, White"
3341,3341-TB,Jaunty Dancer,6-W-3,Barry Blyth,1997,"Tan, White"
3342,3342-TB,Just A Touch,8-W-9,Michael Sutton,2015,"Blue, Yellow"
3343,3343-TB,Just Witchery,"5-W-45,  7-E-1",Barry Blyth,2011,"Cream, Magenta, Pink, Rose"
3344,3344-TB,Keep Calm Grow Iris,6-W-5,Douglas Kanarowski,2021,
3345,3345-TB,Kinkajou Shrew,5-E-3,Brad Kasperek,2000,"White, Wine, Yellow"
3346,3346-TB,Multnomah Falls,4-W-2,Paul Black,2014,"Blue, Light blue, Silver, Grey"
3347,3347-TB,Musicality,5-W-3,Joseph Ghio,2019,Pink
3348,3348-TB,Mystify,6-W-7,Barry Blyth,2022,"Violet, White, Wine, Yellow"
3349,3349-TB,New Age Dawning,7-E-9,Gerald Richardson,2006,"Cream, Light blue, Yellow"
3350,3350-TB,New Day Dawning,7-W-11,Joseph Ghio,2004,"Copper, Brown, Gold"
3351,3351-TB,Nice Shot,7-W-10,Larry Lauer,2013,Violet
3352,3352-TB,None Of Your Beeswax,7-E-10,Douglas Kanarowski,2022,"Peach, Yellow"
3353,3353-TB,North Rim,6-W-8,Richard Tasco,2018,"Gold, Wine"
3354,3354-TB,Oasis Sydney,4-W-5,Keith Chadwick,2004,
3355,3355-TB,October Dreaming,5-E-1,Barry Blyth,2015,Peach
3356,3356-TB,Olympic Return,6-E-2,George Sutton,2002,"White, Yellow"
3357,3357-TB,One Step Beyond,"6-W-2,  14-E-23",Richard Tasco,2014,"Black, Wine"
3358,3358-TB,One Wild Child,7-E-7,Tom Burseen,2016,"Gold, Purple, Violet, Wine, Yellow"
3359,3359-TB,Orange Harvest,2-E-1,Bennett Jones,1988,Orange
3360,3360-TB,Oro Valley Sunshine,8-W-12,Margie Valenzuela,2013,Yellow
3361,3361-TB,Over Drinks,6-E-1,Schreiner,2016,"Peach, Wine"
3362,3362-TB,Over Heated,7-E-5,Lynda Miller,2018,Wine
3363,3363-TB,Painted Words,6-E-9,Barry Blyth,2015,"Magenta, Peach, Rose"
3364,3364-TB,Panama Hattie,7-E-4,James Begley,1995,"Pink, Wine"
3365,3365-TB,Paris Romance,6-E-5,Barbara BeVier,2011,"Peach, Pink, Purple"
3366,3366-TB,Pattern Play,7-W-2,Michael Sutton,2015,"Violet, Yellow"
3367,3367-TB,Patterns,6-E-7,Mary Dunn,1990,"White, Wine"
3368,3368-TB,Peach Brandy,4-E-5,Duane Meek,1988,Peach
3369,3369-TB,Perihelion Pass,"8-W-10,  14-W-16",Thomas Johnson,2019,"Copper, Brown, Cream, Yellow"
3370,3370-TB,Phaser On Stun,8-W-13,Douglas Kanarowski,2015,"Gold, Wine"
3371,3371-TB,Picked For Pat,7-W-1,William Tyson,2018,
3372,3372-TB,Polished Amber,7-W-5,James Gibson,1984,"Gold, Violet, White"
3373,3373-TB,Power Lines,8-E-12,Riley Probst,2013,"Violet, Yellow"
3374,3374-TB,Prime Power,6-E-4,Richard Tasco,2006,Orange
3375,3375-TB,Prince Charming,4-E-2,Bryce Williamson,1988,"Orchid, White"
3376,3376-TB,Prissy Christy,7-W-9,Tom Burseen,2014,"Light blue, Rose, Violet"
3377,3377-TB,Reversi,4-W-1,Michael Sutton,2006,"Violet, White"
3378,3378-TB,Saffron Drift,7-W-6,Barry Blyth,2011,Yellow
3379,3379-TB,Tempting Fate,7-W-8,Duane Meek,1993,"Blue, Purple"
3380,3380-TB,Back To The Future,10-E-15,O. D. Niswonger,2008,White
3381,3381-TB,Calamity Carol,10-E-8,Richard Ernst,2009,"Magenta, White, Yellow"
3382,3382-SDB,Canadian Kisses,PR-2-50,Paul Black,2006,"Blue, White"
3383,3383-TB,Comort And Joy,10-E-12,Paul Black,2018,"Violet, Yellow"
3384,3384-TB,Davy Smiles,10-W-17,Francis Rogers,2015,"Violet, White"
3385,3385-TB,Executive Order,10-E-13,Thomas Johnson,2019,"Purple, Grey"
3386,3386-MDB,Fission Chips,PR-2-51,Keith Keppel,2004,Orange
3387,3387-AB,Galaxina,PR-2-48,Paul Black,2015,"Violet, White, Wine"
3388,3388-TB,Jimmy's Smile,10-E-17,Francis Rogers,1996,"Lavender, Purple, White"
3389,3389-TB,Luck Stripes,10-E-14,Francis Rogers,1995,
3390,3390-TB,Mindy Pink,10-E-11,Francis Rogers,2007,Pink
3391,3391-AB,Moment In The Sun,PR-2-45,Richard Tasco,2020,"Wine, Yellow"
3392,3392-SDB,Morning Hues,PR-2-53,Richard Tasco,2016,"Cream, Violet"
3393,3393-AB,Not Of This World,PR-2-52,Richard Tasco,2021,Wine
3394,3394-TB,Ominous Stranger,10-E-16,Sterling Innerst,1993,"Tan, Cream, Violet"
3395,3395-SDB,Scream,PR-2-49,Thomas Johnson,2006,Gold
3396,3396-TB,Silver Creek,10-E-3,Jack Worel,2007,White
3397,3397-TB,Stage Lights,10-E-9,J. Ghio by Maryott's Gardens,1999,"Peach, Wine"
3398,3398-TB,Storm Alert,10-E-2,Francis Rogers,2011,
3399,3399-TB,Striking,10-E-5,Joyce Meek,1991,"Orchid, White"
3400,3400-TB,Summer White,10-E-4,Francis Rogers,1986,White
3401,3401-TB,Sweeter Than Honey,10-E-6,Robert Van Liere,2012,Cream
3402,3402-TB,Tango To The Moonlight,10-E-10,Ben Johnson,2011,"Tan, Lavender"
3403,3403-TB,Viking Horns,10-E-1,Jack Worel,2024,"White, Violet"
3404,3404-TB,Wedding Orchid,10-E-7,Francis Rogers,2004,Violet
3405,3405-SDB,Wish Upon A Star,PR-2-47,Paul Black,2006,Purple
3406,3406-TB,Always And Forever,PR-4-43,Schreiner,2016,"Tan, Violet, White"
3407,3407-BB,Autumn Ivory,PR-4-34,Ginny Spoon,2001,White
3408,3408-TB,Autumn Peach,PR-4-28,J. T. Aitken,2021,Peach
3409,3409-TB,Autumn Sunburst,PR-4-37,J. T. Aitken,2010,Gold
3410,3410-TB,Baja Orange,PR-4-46,Michael Sutton,2020,Peach
3411,3411-TB,Bright Sunshiny Day,PR-4-32,Thomas Johnson,2010,Line and Speckles
3412,3412-TB,Cabbage Patch,PR-4-49,J. T. Aitken,2017,"Orchid, White"
3413,3413-IB,Carbon,PR-4-53,Marky Smith,2020,Black
3414,3414-TB,Cardinal Expression,PR-4-39,J. T. Aitken,2014,"Rose, White"
3415,3415-BB,Classic Navy,PR-4-29,Carol Lankow by J.T. Aitken,1999,Blue
3416,3416-TB,Cornhusker,PR-4-42,Timothy Stanek,2005,Yellow
3417,3417-BB,Courtesan,PR-4-51,Marky Smith,2012,Peach
3418,3418-IB,Dancing In The Moonlight,PR-4-23,Paul Black,2011,"White,  Yellow"
3419,3419-BB,Devil's Waltz,PR-4-27,Lynn Markham,2010,"Copper, Lavender, Violet"
3420,3420-TB,Duncan's Smiling Eyes,PR-4-48,Larry Lauer,2003,Blue
3421,3421-TB,Echo Of Spring,PR-4-44,Nancy Price,2013,"Violet, Copper"
3422,3422-TB,Farfalla Crepuscolare,PR-4-35,Lorena Montanari,2009,"Cream, Lavender, Rose"
3423,3423-TB,Gracious Me,PR-4-31,J. T. Aitken,2015,Blue
3424,3424-TB,Javalanche,PR-4-40,Schreiner,2020,
3425,3425-IB,Magical Times,PR-4-24,Paul Black,2015,"Pink, White"
3426,3426-IB,Mescalero,PR-4-52,Marky Smith,2014,"Copper, Brown, Cream, Rose"
3427,3427-TB,Money In Your Pocket,PR-4-41,Paul Black,2007,"Blue, Light blue"
3428,3428-BB,Papaya,PR-4-26,J. T. Aitken,2018,
3429,3429-BB,Peach Ice Cream,PR-4-25,Carol Lankow by J. T. Aitken,1993,"Peach, White"
3430,3430-TB,Snow Lion,PR-4-45,Marky Smith,2008,"Cream, Peach, White, Yellow"
3431,3431-TB,Splatter Matters,PR-4-47,John Painter,2010,"Violet, White"
3432,3432-TB,Summer Sunburst,PR-4-36,J. T. Aitken,2010,Gold
3433,3433-TB,Twilit Snow,PR-4-38,Stephanie Markham,2019,
3434,3434-BB,What's New Pussycat,"PR-4-30,  PR-4-50",Paul Black,2012,"Orange, Peach"
3435,3435-TB,Whispering Lilacs,PR-4-33,Lee Walker,2009,Lavender
3436,3436-MDB,Atroviolacea,PR-5-43,Augustino Todaro,1856,Violet
3437,3437-SDB,Clementine,PR-5-29,Michael Sutton,2020,
3438,3438-IB,Coral Chimes,PR-5-52,J. Griffin Crump,2007,"Pink, Coral"
3439,3439-BB,Cosmic Delight,PR-5-46,J. T. Aitken,2013,Orange
3440,3440-BB,Cranapple,PR-5-44,J. T. Aitken,1995,Wine
3441,3441-TB,Echo Location,PR-5-33,Betty Wilkerson,2007,Yellow
3442,3442-IB,Eramosa Stone Washed,PR-5-53,Chuck Chapman,2014,"Violet, White"
3443,3443-SDB,Evidence,PR-5-31,Ann Booth,2018,"Cream, Purple"
3444,3444-TB,Faded Love,PR-5-45,Joyce Meek,1994,"Lavender, Pink"
3445,3445-SDB,Guacamole,PR-5-30,Jayne Ritchie,2013,"Green, Yellow"
3446,3446-TB,Kristen Faith,PR-5-40,Donald Spoon,2007,"Orange, Peach, Yellow"
3447,3447-TB,May Debut,PR-5-38,Paul Black,2008,"White, Yellow"
3448,3448-MDB,My Huckleberry Friend,PR-5-54,Elm Jensen,2010,
3449,3449-IB,Nickel's Worth,PR-5-49,Paul Black,2019,Violet
3450,3450-TB,Passion Pink,PR-5-28,Richard Ernst,2002,Pink
3451,3451-IB,Pink Blitz,PR-5-48,Walter Moores,2016,"Pink, White"
3452,3452-SDB,Psychedelic Dreams,PR-5-32,Robert Skaggs,2018,"Violet, Yellow"
3453,3453-SDB,Red Heart,PR-5-35,Alta Brown,1967,"Orchid, Wine"
3454,3454-SDB,Ruby Eruption,PR-5-27,Chuck Chapman,1997,"Wine, Yellow"
3455,3455-IB,Rust Never Sleeps,PR-5-56,Larry Lauer,2013,"Copper, Brown, Violet"
3456,3456-IB,Smooth As A Baby's,PR-5-50,Paul Black,2019,"Cream, Peach, White"
3457,3457-??,Stanfield (Unknown),PR-5-55,NOT FOUND,0,
3458,3458-BB,Teapot Tempest,PR-5-42,Lynn Markham,1999,Magenta
3459,3459-TB,Vienna Waltz,PR-5-39,Keith Keppel,2000,Orchid
3460,3460-MDB,White Light,PR-5-51,W. Welch,1971,White
3461,3461-TB,American Original,11-E-15,Richard Tasco,2014,Wine
3462,3462-TB,Boom Shakalaka,12-E-2,Robert Van Liere,2023,"Golden, Yellow"
3463,3463-TB,Countess Markiewicz,12-E-10,J. Griffin Crump,2016,"White, Yellow"
3464,3464-BB,Crows Feet,12-E-16,Paul Black,2006,"White,  Violet"
3465,3465-TB,Dark Side Of The Moon,12-E-20,Robert Van Liere,2021,"Blue, Purple, Black"
3466,3466-TB,Foxfield,12-E-5,Robert Van Liere,2023,"Blue, Tan"
3467,3467-TB,Fresh Powder,12-E-4,Robert Van Liere,2012,White
3468,3468-TB,Ghosting,12-E-17,Robert Van Liere,2023,"White, blue"
3469,3469-TB,Here Kitty Kitty,12-E-3,Robert Van Liere,2023,"Pink, blue"
3470,3470-TB,I Love Popcorn,12-E-14,Robert Van Liere,2023,
3471,3471-TB,Lemon Berry Burst,12-E-12,Michael Sutton,2013,"White, Wine, Yellow"
3472,3472-TB,Little Licious,12-E-7,Robert Van Liere,2023,
3473,3473-TB,Mezzo Forte,12-E-13,Robert Van Liere,2016,"Gold, Lavender, White"
3474,3474-TB,Orange Crush Cocktail,12-E-18,Robert Van Liere,2019,
3475,3475-TB,Papal Slippers,11-E-13,Robert Van Liere,2023,
3476,3476-TB,Pawnee Buttes,12-E-15,Robert Van Liere,2023,
3477,3477-TB,Prom Dance,12-E-8,Robert Van Liere,2023,
3478,3478-TB,Purplicious,11-E-14,Robert Van Liere,2023,
3479,3479-TB,River Runs Through,12-E-9,Robert Van Liere,2023,
3480,3480-TB,Road Home,12-E-19,Robert Van Liere,2023,
3481,3481-TB,Silver Celebration,12-E-6,Robert Van Liere,2018,
3482,3482-TB,Wealth,"4-E-29,  12-E-11,  B-11-2",Keith Keppel,2020,"Gold, Violet"
3483,3483-TB,A Little Less Conversation,13-E-21,Robin Shadlow,2020,
3484,3484-TB,Acquiesce,13-E-8,Robin Shadlow,2023,
3485,3485-TB,Arctic Chill,"3-E-33,  13-E-16,  15-W-10,  B-33-2",Keith Keppel,2020,White
3486,3486-TB,Avenue Of Dreams,13-E-12,Barry Blyth,2012,"Magenta, Pink"
3487,3487-TB,Beth's Blush,13-E-4,Robin Shadlow,2023,"Cream, Pink"
3488,3488-TB,Captain Thunderbolt,"11-W-19,  13-E-18",Barry Blyth,2011,"Lavender, Violet"
3489,3489-TB,Centennial Celebration,13-E-22,Diana Ford,2021,"White, Yellow"
3490,3490-TB,Cherries And Cream,13-E-14,Barry Blyth,2020,
3491,3491-TB,Cinderella's Secret,13-E-20,Barry Blyth,2012,"Cream, Peach, Violet"
3492,3492-TB,Dare To Be Different,13-E-19,Thomas Johnson,2022,"Violet, Yellow"
3493,3493-TB,Expanding Universe,C-5-10,Paul Black,2022,"Purple, White"
3494,3494-TB,Eye For Style,13-E-15,Barry Blyth,2007,Rose
3495,3495-TB,Fancy Footwork,"12-E-24,  13-E-1,  13-E-2",Joseph Ghio,2021,"Peach, White"
3496,3496-TB,Gentle Manner,"13-E-13,  B-33-1",Keith Keppel,2020,"Cream, Lavender"
3497,3497-TB,Georgia Moon,"4-E-47,  13-E-9,  16-E-1,  B-35-2",Keith Keppel,2021,Yellow
3498,3498-TB,If You Come Softly,"13-E-7,  C-37-4",Robin Shadlow,2022,
3499,3499-TB,Iridescent,"12-W-1,  13-E-6,  A-45-1",Robin Shadlow,2023,
3500,3500-TB,Margin Trader,13-E-17,Barry Blyth,2020,"Orchid, White"
3501,3501-TB,Shadowed Light,"13-E-10,  B-18-3",Keith Keppel,2018,Yellow
3502,3502-TB,Somebody Special,"13-E-5,  B-13-1",Keith Keppel,2023,"Orchid, Pink"
3503,3503-TB,Amazon Sunset,C-34-2,Keith Keppel,2024,"Gold, Violet"
3504,3504-TB,Canterbury Belle,C-35-2,Keith Keppel,2024,"Peach, Violet"
3505,3505-TB,Desert Chaparral,C-27-2,Keith Keppel,2024,"Blue, Yellow,  white"
3506,3506-TB,Hit Tune,C-31-4,Keith Keppel,2024,"Tan, Violet"
3507,3507-TB,Moving On,C-25-1,Keith Keppel,2024,"Purple, Yellow"
3508,3508-TB,Romany Rogue,"B-14-1,  C-28-2","Philip Remare, deceased, by Keith Keppel",2024,"Wine, Yellow"
